Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
Luka Romero,ar ARG,FW,Lazio,it Serie A,17,2004,1.7,0,0,0,3,6,0,0,3,0,0,0,0,10,2,1,66.7
Oriol Romeu,es ESP,MF,Southampton,eng Premier League,30,1991,0.8,0,0,0,1,2,0,1,1,0,0,0,0,8,2,0,100.0
Oriol Romeu,es ESP,MF,Girona,es La Liga,30,1991,32.8,10,1,1,59,33,0,13,37,38,0,1,0,195,39,46,45.9
Cristiano Ronaldo,pt POR,FW,Manchester Utd,eng Premier League,37,1985,5.8,2,0,0,7,5,8,3,1,2,0,0,0,12,15,8,65.2
Connor Ronan,ie IRL,MF,Wolves,eng Premier League,24,1998,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
Salomón Rondón,ve VEN,FW,Everton,eng Premier League,32,1989,1.2,0,0,0,4,0,2,0,0,0,0,0,0,1,7,6,53.8
Valentin Rongier,fr FRA,MF,Marseille,fr Ligue 1,27,1994,33.7,8,0,0,52,29,0,8,54,59,0,0,0,267,43,30,58.9
Marten de Roon,nl NED,MF,Atalanta,it Serie A,31,1991,32.9,7,0,0,46,24,1,13,36,39,0,0,0,218,51,31,62.2
Pablo Rosario,nl NED,"MF,DF",Nice,fr Ligue 1,25,1997,19.6,6,0,0,18,13,0,11,23,26,0,0,0,97,16,22,42.1
Francesco Rossi,it ITA,GK,Atalanta,it Serie A,31,1991,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Tom Rothe,de GER,DF,Dortmund,de Bundesliga,17,2004,0.3,0,0,0,2,0,0,2,1,1,0,0,0,4,0,0,
Joe Rothwell,eng ENG,MF,Bournemouth,eng Premier League,27,1995,11.3,1,0,0,17,3,0,26,9,13,0,0,0,56,1,3,25.0
Anthony Rouault,fr FRA,DF,Toulouse,fr Ligue 1,21,2001,36.8,4,1,1,21,17,1,0,56,37,0,0,1,213,86,64,57.3
Jérôme Roussillon,fr FRA,"MF,DF",Wolfsburg,de Bundesliga,29,1993,0.2,0,0,0,1,0,0,0,0,0,0,0,0,2,1,1,50.0
Jérôme Roussillon,fr FRA,DF,Union Berlin,de Bundesliga,29,1993,10.6,2,0,0,12,13,0,36,4,9,0,0,0,54,6,11,35.3
Nicolò Rovella,it ITA,MF,Monza,it Serie A,20,2001,19.3,5,1,0,26,21,2,28,40,29,0,0,0,141,9,10,47.4
Nicolò Rovella,it ITA,MF,Juventus,it Serie A,20,2001,0.3,1,0,0,1,1,0,3,0,1,0,0,0,1,0,0,
Amir Rrahmani,xk KVX,DF,Napoli,it Serie A,28,1994,27.2,2,0,0,22,12,1,1,14,18,0,0,0,162,67,40,62.6
Ruan,br BRA,DF,Sassuolo,it Serie A,23,1999,19.0,13,3,2,27,14,0,0,24,26,0,1,1,112,51,36,58.6
Rubén,es ESP,"DF,MF",Espanyol,es La Liga,21,2001,9.9,1,0,0,18,7,0,48,18,15,0,0,0,64,15,4,78.9
Antonio Rüdiger,de GER,DF,Real Madrid,es La Liga,29,1993,26.8,1,0,0,13,7,2,5,19,16,0,0,0,158,37,22,62.7
Sebastian Rudy,de GER,MF,Hoffenheim,de Bundesliga,32,1990,8.8,3,0,0,22,9,0,41,11,12,0,0,0,54,7,10,41.2
Daniele Rugani,it ITA,DF,Juventus,it Serie A,28,1994,6.3,0,0,0,5,0,1,0,7,0,0,0,0,16,11,9,55.0
Matteo Ruggeri,it ITA,"DF,MF",Atalanta,it Serie A,20,2002,9.2,3,0,0,10,5,0,38,12,12,0,0,0,57,13,6,68.4
Mário Rui,pt POR,DF,Napoli,it Serie A,31,1991,19.4,2,1,0,19,31,0,110,15,22,0,0,0,155,13,25,34.2
Aitor Ruibal,es ESP,"DF,FW",Betis,es La Liga,26,1996,16.2,4,1,0,22,18,3,31,24,29,0,0,0,102,14,18,43.8
Kays Ruiz,ma MAR,MF,Auxerre,fr Ligue 1,19,2002,0.7,1,0,0,2,3,0,0,3,1,0,0,0,10,0,0,
Fabián Ruiz Peña,es ESP,MF,Paris S-G,fr Ligue 1,26,1996,21.0,0,0,0,19,13,4,13,18,28,0,1,0,157,5,7,41.7
Víctor Ruiz,es ESP,DF,Betis,es La Liga,33,1989,6.2,0,0,0,4,2,1,0,6,3,0,0,0,29,17,7,70.8
Gerónimo Rulli,ar ARG,GK,Villarreal,es La Liga,30,1992,14.0,1,0,0,0,1,0,0,1,0,0,0,0,20,3,0,100.0
Alessandro Russo,it ITA,GK,Sassuolo,it Serie A,21,2001,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
Franco Russo,ar ARG,DF,Mallorca,es La Liga,27,1994,1.6,0,0,0,0,2,0,0,3,1,0,0,0,12,3,2,60.0
Georginio Rutter,fr FRA,"FW,MF",Leeds United,eng Premier League,20,2002,3.0,0,0,0,5,6,1,0,3,9,0,0,0,7,11,9,55.0
Georginio Rutter,fr FRA,FW,Hoffenheim,de Bundesliga,20,2002,11.2,2,0,0,17,19,17,11,5,4,1,0,0,25,9,23,28.1
Julian Ryerson,no NOR,DF,Union Berlin,de Bundesliga,24,1997,11.5,2,0,0,16,12,1,41,12,17,0,0,0,77,5,11,31.3
Julian Ryerson,no NOR,DF,Dortmund,de Bundesliga,24,1997,15.7,2,0,0,15,19,1,50,8,15,0,0,0,96,13,9,59.1
Frederik Rønnow,dk DEN,GK,Union Berlin,de Bundesliga,29,1992,29.0,2,0,0,0,4,0,0,0,0,0,0,0,42,10,2,83.3
José Sá,pt POR,GK,Wolves,eng Premier League,29,1993,36.0,2,0,0,1,8,0,0,0,0,0,1,0,45,6,1,85.7
Youssouf Sabaly,sn SEN,DF,Betis,es La Liga,29,1993,18.7,2,0,0,20,33,2,17,19,23,0,0,0,109,5,11,31.3
Halid Šabanović,ba BIH,DF,Angers,fr Ligue 1,22,1999,7.1,1,1,0,10,2,1,8,8,6,0,0,0,28,4,4,50.0
Abdelhamid Sabiri,ma MAR,"MF,FW",Sampdoria,it Serie A,25,1996,11.9,5,0,0,28,39,0,54,2,7,0,0,0,50,30,29,50.8
Marcel Sabitzer,at AUT,MF,Manchester Utd,eng Premier League,28,1994,7.0,1,0,0,8,10,1,4,8,8,0,0,0,52,13,11,54.2
Marcel Sabitzer,at AUT,MF,Bayern Munich,de Bundesliga,28,1994,7.0,2,0,0,7,1,1,5,10,14,0,0,0,47,8,11,42.1
Falaye Sacko,ml MLI,DF,Montpellier,fr Ligue 1,27,1995,28.7,3,0,0,26,19,5,36,33,25,0,3,1,179,17,18,48.6
Umar Sadiq,ng NGA,FW,Almería,es La Liga,25,1997,2.7,1,0,0,9,2,7,0,0,0,0,0,0,8,4,10,28.6
Umar Sadiq,ng NGA,FW,Real Sociedad,es La Liga,25,1997,0.9,0,0,0,3,1,4,0,0,1,0,0,0,1,2,2,50.0
Alexis Saelemaekers,be BEL,"FW,DF",Milan,it Serie A,23,1999,15.6,1,0,0,23,22,2,48,19,20,0,1,0,63,9,5,64.3
Wesley Saïd,fr FRA,"FW,MF",Lens,fr Ligue 1,27,1995,7.2,2,0,0,20,1,1,5,1,1,0,0,0,20,5,7,41.7
Allan Saint-Maximin,fr FRA,FW,Newcastle Utd,eng Premier League,25,1997,12.4,1,0,0,6,16,2,32,5,3,0,0,0,69,2,2,50.0
Théo Sainte-Luce,fr FRA,DF,Montpellier,fr Ligue 1,23,1998,5.9,0,0,0,13,1,0,10,10,11,0,0,0,21,6,9,40.0
Samuel Sáiz,es ESP,MF,Girona,es La Liga,31,1991,2.7,1,0,0,3,4,2,6,0,2,0,0,0,15,2,3,40.0
Bukayo Saka,eng ENG,FW,Arsenal,eng Premier League,20,2001,35.3,6,0,0,43,65,9,172,14,34,0,0,0,127,16,38,29.6
Hamza Sakhi,ma MAR,MF,Auxerre,fr Ligue 1,26,1996,18.4,1,0,0,13,21,5,88,25,22,0,0,0,106,6,3,66.7
Mamadou Sakho,fr FRA,DF,Montpellier,fr Ligue 1,32,1990,8.5,2,0,0,6,5,0,0,8,5,0,2,0,45,22,18,55.0
Jacopo Sala,it ITA,MF,Spezia,it Serie A,30,1991,1.2,1,0,0,3,3,0,4,1,0,0,0,0,5,1,0,100.0
Ibrahim Salah,ma MAR,"FW,MF",Rennes,fr Ligue 1,20,2001,2.5,0,0,0,2,1,2,8,2,1,0,0,0,18,2,4,33.3
Mohamed Salah,eg EGY,FW,Liverpool,eng Premier League,30,1992,36.6,2,0,0,20,33,22,38,6,12,0,0,0,100,8,30,21.1
Amine Salama,fr FRA,"FW,MF",Angers,fr Ligue 1,22,2000,13.9,1,0,0,7,9,6,12,10,9,0,0,0,51,8,19,29.6
Kike Salas,es ESP,DF,Sevilla,es La Liga,20,2002,4.1,1,1,0,4,1,0,0,5,1,0,1,0,14,9,6,60.0
William Saliba,fr FRA,DF,Arsenal,eng Premier League,21,2001,26.8,4,0,0,19,13,0,1,19,20,0,2,1,206,53,43,55.2
Dikeni Salifou,tg TOG,MF,Werder Bremen,de Bundesliga,19,2003,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Mohammed Salisu,gh GHA,DF,Southampton,eng Premier League,23,1999,21.9,5,0,0,26,3,1,13,31,29,0,0,1,158,55,26,67.9
Roland Sallai,hu HUN,"MF,FW",Freiburg,de Bundesliga,25,1997,11.1,6,0,0,29,30,3,35,2,8,2,0,0,58,21,18,53.8
Yoann Salmier,gf GUF,DF,Troyes,fr Ligue 1,29,1992,29.4,5,1,0,30,28,0,7,39,29,1,2,0,181,54,32,62.8
Salvi,es ESP,"FW,MF",Rayo Vallecano,es La Liga,31,1991,5.4,2,0,0,8,10,2,37,2,8,0,0,0,30,4,11,26.7
Lazar Samardzic,rs SRB,MF,Udinese,it Serie A,20,2002,20.5,1,0,0,26,13,0,92,11,16,0,0,0,107,9,22,29.0
Diadie Samassékou,ml MLI,"MF,FW",Hoffenheim,de Bundesliga,26,1996,0.4,1,0,0,3,0,0,0,0,0,0,0,0,3,0,0,
Mama Samba Baldé,gw GNB,FW,Troyes,fr Ligue 1,26,1995,29.6,6,2,1,38,46,22,13,10,21,2,0,0,100,43,76,36.1
Brice Samba,fr FRA,GK,Lens,fr Ligue 1,28,1994,37.0,3,0,0,0,6,0,0,0,0,0,0,0,42,8,2,80.0
Albert Sambi Lokonga,be BEL,MF,Arsenal,eng Premier League,22,1999,2.2,0,0,0,1,5,0,0,5,1,0,0,0,14,3,2,60.0
Albert Sambi Lokonga,be BEL,MF,Crystal Palace,eng Premier League,22,1999,6.0,2,0,0,7,12,0,0,7,10,0,0,0,34,5,11,31.3
Junior Sambia,fr FRA,DF,Salernitana,it Serie A,25,1996,7.7,3,0,0,11,17,0,33,8,5,0,0,0,34,15,10,60.0
Samuel,br BRA,"FW,MF",Valencia,es La Liga,22,1999,32.1,4,0,0,35,60,15,82,18,43,2,0,0,170,17,41,29.3
Fede San Emeterio,es ESP,MF,Cádiz,es La Liga,25,1997,20.5,14,0,0,58,22,0,4,17,22,0,0,0,87,23,30,43.4
Antonio Sanabria,py PAR,FW,Torino,it Serie A,26,1996,27.0,4,0,0,33,27,14,2,4,5,0,0,0,64,86,124,41.0
Leandro Sanca,gw GNB,"FW,MF",Spezia,it Serie A,22,2000,0.4,0,0,0,0,0,0,2,0,1,0,0,0,5,0,2,0.0
Oihan Sancet,es ESP,MF,Athletic Club,es La Liga,22,2000,28.1,6,1,0,41,54,2,17,4,16,0,0,0,140,24,22,52.2
Renato Sanches,pt POR,MF,Paris S-G,fr Ligue 1,24,1997,8.0,1,0,0,22,10,0,5,9,1,0,0,0,52,5,4,55.6
Alexis Sánchez,cl CHI,"FW,MF",Marseille,fr Ligue 1,33,1988,29.8,3,0,0,44,46,28,37,5,17,1,0,0,83,35,70,33.3
Antonio Sánchez,es ESP,"MF,DF",Mallorca,es La Liga,25,1997,12.0,5,0,0,26,15,0,32,22,8,1,1,0,96,7,16,30.4
Davinson Sánchez,co COL,DF,Tottenham,eng Premier League,26,1996,9.5,1,0,0,7,4,1,2,12,11,0,1,0,45,28,16,63.6
Iván Sánchez,es ESP,"MF,FW",Valladolid,es La Liga,29,1992,12.8,0,0,0,9,43,1,38,8,14,0,0,0,62,2,12,14.3
Javi Sánchez,es ESP,DF,Valladolid,es La Liga,25,1997,26.6,11,0,0,34,9,0,5,46,26,0,2,0,115,46,45,50.5
Manu Sánchez,es ESP,DF,Osasuna,es La Liga,21,2000,23.6,3,0,0,26,10,2,71,14,35,1,0,0,126,15,22,40.5
Robert Sanchez,es ESP,GK,Brighton,eng Premier League,24,1997,23.0,2,0,0,1,0,0,0,3,0,,,0,,,,
Jadon Sancho,eng ENG,"FW,MF",Manchester Utd,eng Premier League,22,2000,18.7,0,0,0,9,10,8,17,7,10,0,0,0,109,2,12,14.3
Alex Sandro,br BRA,DF,Juventus,it Serie A,31,1991,19.9,5,1,0,27,25,1,19,15,20,1,0,0,127,39,22,63.9
Leroy Sané,de GER,"MF,FW",Bayern Munich,de Bundesliga,26,1996,22.3,4,0,0,17,23,7,16,3,30,0,0,0,115,6,7,46.2
Sidi Sané,de GER,FW,Schalke 04,de Bundesliga,19,2003,0.3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,
Morgan Sanson,fr FRA,MF,Aston Villa,eng Premier League,27,1994,0.1,0,0,0,0,2,0,0,0,1,0,0,0,1,0,1,0.0
Morgan Sanson,fr FRA,MF,Strasbourg,fr Ligue 1,27,1994,15.8,1,0,0,21,34,0,35,22,25,0,0,0,104,14,13,51.9
Nicola Sansone,it ITA,FW,Bologna,it Serie A,30,1991,8.2,2,0,0,13,16,11,20,0,4,2,0,0,23,0,13,0.0
Baptiste Santamaria,fr FRA,MF,Rennes,fr Ligue 1,27,1995,20.1,2,0,0,23,20,1,7,21,22,0,0,0,173,60,40,60.0
Riccardo Saponara,it ITA,FW,Fiorentina,it Serie A,30,1991,13.4,4,0,0,14,22,5,32,5,5,0,0,0,67,8,8,50.0
Pablo Sarabia,es ESP,"FW,MF",Wolves,eng Premier League,30,1992,8.5,3,0,0,13,8,3,46,2,6,0,0,0,42,3,13,18.8
Pablo Sarabia,es ESP,"FW,MF",Paris S-G,fr Ligue 1,30,1992,4.1,1,0,0,4,5,2,16,2,4,0,0,0,16,0,2,0.0
Muhammed Saracevic Cham,at AUT,MF,Clermont Foot,fr Ligue 1,21,2000,21.9,2,0,0,17,40,1,73,7,15,0,1,0,106,6,13,31.6
Jeremy Sarmiento,ec ECU,MF,Brighton,eng Premier League,20,2002,2.0,1,0,0,4,4,0,3,1,3,0,0,0,4,0,4,0.0
Amin Sarr,se SWE,FW,Lyon,fr Ligue 1,21,2001,6.0,0,0,0,14,4,1,4,0,6,0,0,0,19,10,18,35.7
Bouna Sarr,sn SEN,FW,Bayern Munich,de Bundesliga,30,1992,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Malang Sarr,fr FRA,DF,Monaco,fr Ligue 1,23,1999,8.0,3,0,0,10,4,0,1,15,3,0,0,0,49,15,9,62.5
Mamadou Sarr,fr FRA,MF,Lyon,fr Ligue 1,16,2005,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Mouhamadou Sarr,sn SEN,GK,Cremonese,it Serie A,25,1997,2.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,100.0
Martin Satriano,uy URU,FW,Empoli,it Serie A,21,2001,18.9,4,0,0,20,29,5,22,3,8,0,0,0,52,43,61,41.3
Téji Savanier,fr FRA,MF,Montpellier,fr Ligue 1,30,1991,28.3,4,3,0,58,97,0,235,30,30,0,0,0,210,12,22,35.3
Esteban Saveljich,me MNE,FW,Rayo Vallecano,es La Liga,31,1991,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Stefan Savić,me MNE,DF,Atlético Madrid,es La Liga,31,1991,21.6,4,2,0,31,8,1,0,33,26,0,0,0,104,56,30,65.1
Joe Scally,us USA,DF,M'Gladbach,de Bundesliga,19,2002,24.5,2,0,0,13,51,3,41,8,20,0,0,0,94,18,15,54.5
Giorgio Scalvini,it ITA,DF,Atalanta,it Serie A,18,2003,25.9,7,0,0,55,6,6,8,56,29,0,0,0,179,49,37,57.0
Gianluca Scamacca,it ITA,FW,West Ham,eng Premier League,23,1999,10.3,3,0,0,16,10,6,1,4,5,0,0,0,23,17,21,44.7
Gustavo Scarpa,br BRA,"MF,FW",Nott'ham Forest,eng Premier League,28,1994,2.0,1,0,0,4,8,0,4,0,2,0,0,0,12,1,2,33.3
Kevin Schade,de GER,FW,Brentford,eng Premier League,20,2001,8.1,2,0,0,13,8,6,15,4,8,1,0,0,33,30,24,55.6
Kevin Schade,de GER,"FW,MF",Freiburg,de Bundesliga,20,2001,2.0,0,0,0,4,6,0,3,0,4,0,0,0,7,17,12,58.6
András Schäfer,hu HUN,MF,Union Berlin,de Bundesliga,23,1999,9.6,0,0,0,14,15,1,8,4,9,0,0,0,65,11,14,44.0
Fabian Schär,ch SUI,DF,Newcastle Utd,eng Premier League,30,1991,35.6,7,0,0,20,27,6,18,52,22,0,0,1,209,112,55,67.1
Derry Scherhant,de GER,"FW,MF",Hertha BSC,de Bundesliga,19,2002,3.2,0,0,0,2,2,0,3,0,6,0,0,0,11,2,7,22.2
Patrik Schick,cz CZE,FW,Leverkusen,de Bundesliga,26,1996,10.5,0,0,0,5,16,0,4,1,0,0,0,0,18,30,38,44.1
Kingsley Schindler,gh GHA,"DF,MF",Köln,de Bundesliga,29,1993,12.1,4,0,0,11,12,2,45,15,12,0,0,0,66,24,11,68.6
Xaver Schlager,at AUT,MF,RB Leipzig,de Bundesliga,24,1997,16.7,2,0,0,27,24,1,2,17,24,0,0,0,132,13,20,39.4
Keven Schlotterbeck,de GER,DF,Freiburg,de Bundesliga,25,1997,0.2,0,0,0,0,1,0,0,2,0,0,0,0,0,2,0,100.0
Keven Schlotterbeck,de GER,DF,Bochum,de Bundesliga,25,1997,8.2,3,0,0,11,9,1,3,14,9,0,1,0,54,34,26,56.7
Nico Schlotterbeck,de GER,DF,Dortmund,de Bundesliga,22,1999,25.0,3,0,0,16,17,1,11,32,34,0,0,0,194,60,33,64.5
Jeffrey Schlupp,gh GHA,"MF,FW",Crystal Palace,eng Premier League,29,1992,28.1,7,0,0,51,33,0,16,23,46,0,0,0,150,26,44,37.1
Kasper Schmeichel,dk DEN,GK,Nice,fr Ligue 1,35,1986,36.0,0,0,0,0,0,0,0,1,0,0,0,0,25,3,0,100.0
Jonathan Schmid,fr FRA,DF,Freiburg,de Bundesliga,32,1990,0.5,0,0,0,1,0,0,4,1,1,0,0,0,4,0,0,
Romano Schmid,at AUT,"MF,FW",Werder Bremen,de Bundesliga,22,2000,16.9,3,0,0,16,23,2,20,7,15,0,0,0,97,18,33,35.3
Kenneth Schmidt,de GER,DF,Freiburg,de Bundesliga,20,2002,2.8,1,0,0,1,0,0,1,0,3,0,0,0,17,4,4,50.0
Niklas Schmidt,de GER,MF,Werder Bremen,de Bundesliga,24,1998,12.1,3,0,0,20,14,0,31,5,10,0,0,0,101,13,13,50.0
Benno Schmitz,de GER,DF,Köln,de Bundesliga,27,1994,26.9,6,0,0,32,18,0,96,26,42,0,0,2,152,30,30,50.0
Jerdy Schouten,nl NED,MF,Bologna,it Serie A,25,1997,27.9,3,0,0,25,30,2,3,40,38,0,0,1,216,28,27,50.9
Perr Schuurs,nl NED,DF,Torino,it Serie A,22,1999,25.8,5,0,0,31,3,2,2,28,25,0,1,0,177,60,49,55.0
Marvin Schwäbe,de GER,GK,Köln,de Bundesliga,27,1995,34.0,1,0,0,0,2,0,0,2,0,0,0,0,33,6,1,85.7
Alexander Schwolow,de GER,GK,Schalke 04,de Bundesliga,30,1992,22.6,1,0,0,0,4,0,0,1,0,0,0,0,30,3,1,75.0
Manuel Sebastián,es ESP,MF,Sevilla,es La Liga,18,2004,1.7,0,0,0,1,2,0,0,0,4,0,0,0,12,1,3,25.0
Demba Seck,sn SEN,"MF,FW",Torino,it Serie A,21,2001,5.8,0,0,0,8,18,6,7,1,2,0,0,0,23,7,10,41.2
Haris Seferović,ch SUI,FW,Celta Vigo,es La Liga,30,1992,9.9,3,0,0,4,7,14,21,1,3,0,0,0,24,19,19,50.0
Telasco Segovia,ve VEN,MF,Sampdoria,it Serie A,19,2003,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Jacopo Segre,it ITA,DF,Torino,it Serie A,25,1997,0.2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,50.0
Paul Seguin,de GER,MF,Union Berlin,de Bundesliga,27,1995,7.7,4,0,0,13,3,0,18,6,8,0,1,0,54,13,11,54.2
Alidu Seidu,gh GHA,DF,Clermont Foot,fr Ligue 1,22,2000,27.3,10,1,0,33,70,1,22,52,31,0,1,0,203,26,9,74.3
Davie Selke,de GER,FW,Hertha BSC,de Bundesliga,27,1995,3.1,1,0,0,7,6,0,2,1,1,1,0,0,6,22,24,47.8
Davie Selke,de GER,FW,Köln,de Bundesliga,27,1995,9.7,2,0,0,15,12,7,7,0,0,0,0,0,16,65,48,57.5
Matz Sels,be BEL,GK,Strasbourg,fr Ligue 1,30,1992,38.0,2,0,0,0,3,0,0,4,3,0,0,0,29,9,0,100.0
Nélson Semedo,pt POR,DF,Wolves,eng Premier League,28,1993,29.2,11,1,0,47,24,0,60,29,42,0,0,0,167,30,37,44.8
Vivaldo Semedo,pt POR,"FW,MF",Udinese,it Serie A,17,2005,0.4,0,0,0,1,1,0,0,0,0,0,0,0,1,0,2,0.0
Antoine Semenyo,gh GHA,"FW,MF",Bournemouth,eng Premier League,22,2000,2.9,0,0,0,6,5,1,1,2,0,0,0,0,13,9,9,50.0
Marvin Senaya,tg TOG,DF,Strasbourg,fr Ligue 1,21,2001,0.1,0,0,0,0,0,0,1,0,0,0,0,0,2,1,1,50.0
Marcos Senesi,ar ARG,DF,Bournemouth,eng Premier League,25,1997,27.7,7,0,0,29,13,0,8,43,35,0,2,0,168,26,22,54.2
Stefano Sensi,it ITA,MF,Monza,it Serie A,26,1995,18.0,8,0,0,18,50,2,50,20,26,1,0,0,124,8,10,44.4
Jaime Seoane,es ESP,"MF,FW",Getafe,es La Liga,25,1997,3.6,1,0,0,6,4,0,2,1,4,0,0,0,17,2,5,28.6
Luigi Sepe,it ITA,GK,Salernitana,it Serie A,31,1991,17.0,3,0,0,1,2,0,0,0,0,0,1,0,27,4,0,100.0
Suat Serdar,de GER,MF,Hertha BSC,de Bundesliga,25,1997,22.5,7,0,0,33,31,1,5,29,23,0,0,0,139,30,31,49.2
Leonardo Sernicola,it ITA,DF,Cremonese,it Serie A,25,1997,25.7,11,0,0,40,43,3,118,38,33,0,1,0,136,29,21,58.0
Ryan Sessegnon,eng ENG,DF,Tottenham,eng Premier League,22,2000,9.0,4,0,0,15,6,7,30,6,11,0,0,0,49,10,10,50.0
Stephan El Shaarawy,it ITA,"DF,MF",Roma,it Serie A,29,1992,16.9,3,0,0,16,18,9,23,15,9,1,0,0,96,16,18,47.1
Eniss Shabani,de GER,MF,Mainz 05,de Bundesliga,19,2003,0.1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,
Luke Shaw,eng ENG,DF,Manchester Utd,eng Premier League,27,1995,28.4,8,0,0,46,27,1,89,36,36,0,1,0,189,46,29,61.3
Jonjo Shelvey,eng ENG,MF,Newcastle Utd,eng Premier League,30,1992,0.4,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,
Jonjo Shelvey,eng ENG,MF,Nott'ham Forest,eng Premier League,30,1992,6.0,2,0,0,9,1,0,13,5,1,0,1,0,32,4,1,80.0
Eldor Shomurodov,uz UZB,FW,Spezia,it Serie A,27,1995,9.0,2,0,0,9,7,2,3,3,5,0,0,0,30,20,35,36.4
Eldor Shomurodov,uz UZB,FW,Roma,it Serie A,27,1995,1.3,0,0,0,1,2,2,0,1,0,0,0,0,2,2,2,50.0
Kaj Sierhuis,nl NED,"FW,MF",Reims,fr Ligue 1,24,1998,2.4,0,0,0,5,4,0,6,1,3,0,0,0,9,2,8,20.0
Vincent Sierro,ch SUI,MF,Toulouse,fr Ligue 1,26,1995,7.4,3,0,0,19,8,0,25,4,11,0,0,0,50,9,9,50.0
Kiliann Sildillia,fr FRA,"DF,MF",Freiburg,de Bundesliga,20,2002,22.0,4,1,1,38,6,2,26,21,20,0,0,0,107,42,43,49.4
André Silva,pt POR,FW,RB Leipzig,de Bundesliga,26,1995,19.3,3,0,0,32,44,10,4,3,6,0,0,0,48,20,35,36.4
Bernardo Silva,pt POR,"MF,FW",Manchester City,eng Premier League,27,1994,24.5,5,0,0,31,15,2,75,16,23,1,0,0,122,4,13,23.5
Caio Henrique Oliveira Silva,br BRA,DF,Monaco,fr Ligue 1,25,1997,32.2,3,0,0,15,25,1,169,26,51,0,0,1,208,16,27,37.2
David Silva,es ESP,MF,Real Sociedad,es La Liga,36,1986,21.5,3,0,0,30,33,3,20,15,21,0,0,0,137,10,12,45.5
Rui Silva,pt POR,GK,Betis,es La Liga,28,1994,26.0,2,0,0,0,2,0,0,0,1,0,0,0,43,6,1,85.7
Thiago Silva,br BRA,DF,Chelsea,eng Premier League,37,1984,26.1,2,0,0,10,13,0,2,34,27,0,0,0,148,61,23,72.6
Marco Silvestri,it ITA,GK,Udinese,it Serie A,31,1991,38.0,0,0,0,0,4,0,0,1,1,0,0,0,39,9,0,100.0
Abdallah Sima,sn SEN,FW,Angers,fr Ligue 1,21,2001,20.4,0,0,0,32,24,12,16,4,13,1,1,1,52,43,63,40.6
Mohamed Simakan,fr FRA,DF,RB Leipzig,de Bundesliga,22,2000,16.2,2,0,0,24,25,2,14,16,14,0,1,0,92,38,25,60.3
Giovanni Simeone,ar ARG,FW,Napoli,it Serie A,27,1995,4.5,1,0,0,7,9,1,2,1,3,0,0,0,15,6,19,24.0
Ellis Simms,eng ENG,FW,Everton,eng Premier League,21,2001,2.5,0,0,0,0,1,1,1,0,0,0,0,0,6,11,20,35.5
Moses Simon,ng NGA,"FW,MF",Nantes,fr Ligue 1,27,1995,26.1,3,0,0,11,32,4,140,11,9,0,0,0,114,11,39,22.0
Unai Simón,es ESP,GK,Athletic Club,es La Liga,25,1997,30.5,2,0,0,0,1,0,0,0,0,0,0,0,36,0,0,
Lassine Sinayoko,ml MLI,"MF,FW",Auxerre,fr Ligue 1,22,1999,17.4,2,1,1,31,22,5,30,18,15,1,0,0,112,22,39,36.1
Wilfried Singo,ci CIV,DF,Torino,it Serie A,21,2000,22.7,8,0,0,42,35,1,56,12,17,0,0,0,116,53,23,69.7
Luis Sinisterra,co COL,FW,Leeds United,eng Premier League,23,1999,9.6,3,1,1,14,12,5,7,8,14,0,1,0,65,18,18,50.0
Daley Sinkgraven,nl NED,"DF,MF",Leverkusen,de Bundesliga,27,1995,3.8,1,0,0,6,4,0,3,5,7,0,0,0,17,3,5,37.5
Tobias Sippel,de GER,GK,M'Gladbach,de Bundesliga,34,1988,5.7,1,0,0,0,0,0,0,0,0,0,0,0,7,2,1,66.7
Hugo Siquet,be BEL,DF,Freiburg,de Bundesliga,20,2002,0.2,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,
Salvatore Sirigu,it ITA,GK,Fiorentina,it Serie A,35,1987,1.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,
Ibrahima Sissoko,fr FRA,MF,Strasbourg,fr Ligue 1,24,1997,14.6,1,0,0,41,15,2,10,10,22,0,1,0,121,30,23,56.6
Moussa Sissoko,fr FRA,MF,Nantes,fr Ligue 1,32,1989,21.3,3,0,0,27,14,3,23,16,16,0,1,0,153,24,23,51.1
